ORIGIN,TERMINAL,DISTENCE,PRICE,TIME
博鳌,喀什,4004,1078,8.9
博鳌,兰州,1992,987,4.43
博鳌,丽江,1362,938,3.03
博鳌,林芝,1889,980,4.2
博鳌,柳州,586,828,1.3
博鳌,六盘水,1013,899,2.25
博鳌,泸州,1200,921,2.67
博鳌,临汾,1884,980,4.19
博鳌,拉萨,2286,1005,5.08
博鳌,满洲里,3429,1058,7.62
博鳌,茅台,1839,977,4.09
博鳌,牡丹江,3329,1054,7.4
博鳌,绵阳,1493,950,3.32
博鳌,南昌,1187,920,2.64
博鳌,南京,1649,963,3.66
博鳌,南宁,469,799,1.04
博鳌,南通,1759,971,3.91
博鳌,宁波,1627,961,3.62
博鳌,攀枝花,1226,924,2.72
博鳌,齐齐哈尔,3360,1055,7.47
博鳌,青岛,2112,995,4.69
博鳌,三亚,151,652,0.34
博鳌,石家庄,2133,996,4.74
博鳌,松原,3172,1048,7.05
博鳌,上海,1731,969,3.85
博鳌,深圳,517,812,1.15
博鳌,沈阳,2794,1031,6.21
博鳌,台州,1525,952,3.39
博鳌,太原,2090,993,4.64
博鳌,天津,2310,1006,5.13
博鳌,通化,2898,1036,6.44
博鳌,通辽,2930,1037,6.51
博鳌,吐鲁番,3292,1052,7.32
博鳌,万州,1301,932,2.89
博鳌,威海,2326,1007,5.17
博鳌,温州,1421,943,3.16
博鳌,乌鲁木齐,3480,1060,7.73
博鳌,无锡,1687,965,3.75
博鳌,乌海,2309,1006,5.13
博鳌,武汉,1322,934,2.94
博鳌,乌兰浩特,3175,1048,7.06
博鳌,乌兰察布,2441,1014,5.42
博鳌,西安,2978,1039,6.62
博鳌,西昌,1295,931,2.88
博鳌,西宁,2124,995,4.72
博鳌,锡林浩特,2817,1032,6.26
博鳌,厦门,974,894,2.16
博鳌,徐州,1801,974,4.0
博鳌,烟台,2291,1005,5.09
博鳌,延吉,3190,1048,7.09
博鳌,盐城,1842,977,4.09
博鳌,扬州,1715,968,3.81
博鳌,伊宁,3876,1074,8.61
博鳌,宜宾,1226,924,2.72
博鳌,宜昌,1287,930,2.86
博鳌,义乌,1479,948,3.29
博鳌,银川,2191,999,4.87
博鳌,榆林,2126,996,4.72
博鳌,运城,1765,971,3.92
博鳌,湛江,233,708,0.52
博鳌,张家界,1107,911,2.46
博鳌,郑州,1759,971,3.91
博鳌,重庆,1224,924,2.72
博鳌,珠海,461,797,1.02
博鳌,遵义,1019,900,2.26
长春,阿坝,2411,1012,5.36
长春,阿克苏,3619,1065,8.04
长春,巴彦淖尔,1507,951,3.35
长春,包头,1320,934,2.93
长春,北海,2905,1036,6.46
长春,北京,859,878,1.91
长春,博鳌,3072,1043,6.83
长春,长沙,2061,992,4.58
长春,长治,1342,936,2.98
长春,常州,1426,944,3.17
长春,朝阳,848,876,1.88
长春,成都,2373,1010,5.27
长春,赤峰,547,819,1.22
长春,达州,2102,994,4.67
长春,大理,3035,1042,6.74
长春,大连,631,838,1.4
长春,大庆,300,741,0.67
长春,大同,246,715,0.55
长春,丹东,426,787,0.95
长春,稻城,2785,1031,6.19
长春,敦煌,2582,1021,5.74
长春,鄂尔多斯,1345,936,2.99
长春,十堰,1776,972,3.95
长春,石河子,3105,1045,6.9
长春,福州,2057,991,4.57
长春,抚远,825,872,1.83
长春,阜阳,1474,948,3.28
长春,赣州,2215,1001,4.92
长春,广元,2118,995,4.71
长春,广州,2558,1020,5.68
长春,贵阳,2545,1019,5.66
长春,桂林,2479,1016,5.51
长春,哈尔滨,233,708,0.52
长春,哈密,2569,1020,5.71
长春,海口,2996,1040,6.66
长春,海拉尔,720,855,1.6
长春,杭州,1581,957,3.51
长春,合肥,1510,951,3.36
长春,呼和浩特,1170,918,2.6
长春,惠州,2517,1018,5.59
长春,淮安,1264,928,2.81
长春,和田,3859,1073,8.58
长春,黄山,1643,962,3.65
长春,揭阳,2405,1012,5.34
长春,晋江泉州,2217,1001,4.93
长春,井冈山,2167,998,4.82
长春,景德镇,1775,972,3.94
长春,佳木斯,505,809,1.12
长春,九寨沟,2188,999,4.86
长春,建三江,683,848,1.52
长春,库尔勒,3209,1049,7.13
长春,克拉玛依,3169,1047,7.04
长春,昆明,2927,1037,6.5
长春,喀什,4060,1080,9.02
长春,兰州,2019,989,4.49
长春,丽江,2937,1038,6.53
长春,林芝,3106,1045,6.9
长春,柳州,2611,1022,5.8
长春,六盘水,2660,1025,5.91
长春,泸州,2426,1013,5.39
长春,临汾,1455,946,3.23
长春,拉萨,3399,1057,7.55
长春,满洲里,855,877,1.9
长春,茅台,1247,926,2.77
长春,牡丹江,350,761,0.78
长春,绵阳,2266,1004,5.04
长春,南昌,1887,980,4.19
长春,南京,1434,944,3.19
长春,南宁,2815,1032,6.26
长春,南通,1376,939,3.06
长春,宁波,1592,958,3.54
长春,攀枝花,2861,1034,6.36
长春,齐齐哈尔,397,777,0.88
长春,青岛,962,892,2.14
长春,三亚,3210,1049,7.13
长春,石家庄,1113,911,2.47
长春,松原,142,644,0.32
长春,上海,1445,945,3.21
长春,深圳,2590,1021,5.76
长春,沈阳,278,731,0.62
长春,台州,1728,969,3.84
长春,太原,1261,928,2.8
长春,天津,856,877,1.9
长春,通化,245,715,0.54
长春,通辽,246,715,0.55
长春,吐鲁番,2897,1036,6.44
长春,万州,2086,993,4.64
长春,威海,758,861,1.68
长春,温州,1815,975,4.03
长春,乌鲁木齐,2999,1040,6.66
长春,无锡,1439,945,3.2
长春,乌海,1598,958,3.55
长春,武汉,1768,972,3.93
长春,乌兰浩特,354,763,0.79
长春,乌兰察布,1049,904,2.33
长春,西安,102,601,0.23
长春,西昌,2729,1028,6.06
长春,西宁,2145,997,4.77
长春,锡林浩特,734,857,1.63
长春,厦门,2255,1003,5.01
长春,徐州,1278,929,2.84
长春,烟台,783,866,1.74
长春,延吉,348,760,0.77
长春,盐城,1251,927,2.78
长春,扬州,1376,939,3.06
长春,伊宁,3480,1060,7.73
长春,宜宾,2489,1016,5.53
长春,宜昌,1911,982,4.25
长春,义乌,1687,965,3.75
长春,银川,1702,967,3.78
长春,榆林,1443,945,3.21
长春,运城,1570,956,3.49
长春,湛江,2870,1035,6.38
长春,张家界,2103,994,4.67
长春,郑州,1425,944,3.17
长春,重庆,2302,1006,5.12
长春,珠海,2637,1024,5.86
长春,遵义,2436,1013,5.41
长沙,阿坝,1112,911,2.47
长沙,阿克苏,3197,1049,7.1
长沙,巴彦淖尔,1485,949,3.3
长沙,包头,1411,942,3.14
长沙,北海,844,875,1.88
长沙,北京,1339,935,2.98
长沙,博鳌,1034,902,2.3
长沙,长春,2061,992,4.58
长沙,长治,888,882,1.97
长沙,常州,781,865,1.74
长沙,朝阳,1345,936,2.99
长沙,成都,905,885,2.01
长沙,赤峰,1655,963,3.68
长沙,达州,625,836,1.39
长沙,大理,1294,931,2.88
长沙,大连,1434,944,3.19
长沙,大庆,2298,1006,5.11
长沙,大同,2235,1002,4.97
长沙,丹东,1684,965,3.74
长沙,稻城,1243,926,2.76
长沙,敦煌,2187,999,4.86
长沙,鄂尔多斯,1318,933,2.93
长沙,十堰,534,816,1.19
长沙,石河子,2982,1040,6.63
长沙,福州,672,846,1.49
长沙,抚远,2858,1034,6.35
长沙,阜阳,587,828,1.3
长沙,赣州,326,752,0.72
长沙,广元,832,874,1.85
长沙,广州,567,824,1.26
长沙,贵阳,643,840,1.43
长沙,桂林,424,786,0.94
长沙,哈尔滨,2292,1005,5.09
长沙,哈密,2352,1009,5.23
长沙,海口,949,891,2.11
长沙,海拉尔,2418,1012,5.37
长沙,杭州,738,858,1.64
长沙,合肥,580,827,1.29
长沙,呼和浩特,1407,942,3.13
长沙,惠州,584,828,1.3
长沙,淮安,845,876,1.88
长沙,和田,3231,1050,7.18
长沙,黄山,545,819,1.21
长沙,揭阳,620,835,1.38
长沙,晋江泉州,676,847,1.5
长沙,井冈山,208,693,0.46
长沙,景德镇,427,787,0.95
长沙,佳木斯,2558,1020,5.68
长沙,九寨沟,1033,902,2.3
长沙,建三江,2720,1028,6.04
长沙,库尔勒,2883,1035,6.41
长沙,克拉玛依,3107,1045,6.9
长沙,昆明,1078,907,2.4
长沙,喀什,3606,1064,8.01
长沙,兰州,1225,924,2.72
长沙,丽江,1265,928,2.81
长沙,林芝,1710,967,3.8
长沙,柳州,558,822,1.24
长沙,六盘水,822,872,1.83
长沙,泸州,739,858,1.64
长沙,临汾,887,882,1.97
长沙,拉萨,2130,996,4.73
长沙,满洲里,2399,1011,5.33
长沙,茅台,815,871,1.81
长沙,牡丹江,2341,1008,5.2
长沙,绵阳,877,880,1.95
长沙,南昌,289,736,0.64
长沙,南京,702,852,1.56
长沙,南宁,762,862,1.69
长沙,南通,868,879,1.93
长沙,宁波,856,877,1.9
长沙,攀枝花,1125,913,2.5
长沙,齐齐哈尔,2331,1008,5.18
长沙,青岛,1119,912,2.49
长沙,三亚,1161,917,2.58
长沙,石家庄,1102,910,2.45
长沙,松原,2152,997,4.78
长沙,上海,887,882,1.97
长沙,深圳,638,839,1.42
长沙,沈阳,1783,973,3.96
长沙,台州,828,873,1.84
长沙,太原,1076,907,2.39
长沙,天津,1276,929,2.84
长沙,通化,1907,981,4.24
长沙,通辽,1904,981,4.23
长沙,吐鲁番,2667,1025,5.93
长沙,万州,521,813,1.16
长沙,威海,1339,935,2.98
长沙,温州,756,861,1.68
长沙,乌鲁木齐,2851,1034,6.34
长沙,无锡,798,868,1.77
长沙,乌海,1394,941,3.1
长沙,武汉,293,738,0.65
长沙,乌兰浩特,2144,997,4.76
长沙,乌兰察布,1424,943,3.16
长沙,西安,1972,986,4.38
长沙,西昌,1066,906,2.37
长沙,西宁,1407,942,3.13
长沙,锡林浩特,1786,973,3.97
长沙,厦门,657,843,1.46
长沙,徐州,783,866,1.74
长沙,烟台,1294,931,2.88
长沙,延吉,2215,1001,4.92
长沙,盐城,893,883,1.98
长沙,扬州,774,864,1.72
长沙,伊宁,3314,1053,7.36
长沙,宜宾,817,871,1.82
长沙,宜昌,323,751,0.72
长沙,义乌,701,851,1.56
长沙,银川,1304,932,2.9
长沙,榆林,1158,917,2.57
长沙,运城,781,865,1.74
长沙,湛江,817,871,1.82
长沙,张家界,263,724,0.58
长沙,郑州,730,857,1.62
长沙,重庆,644,840,1.43
长沙,珠海,664,844,1.48
长沙,遵义,596,830,1.32
长治,阿坝,1110,911,2.47
长治,阿克苏,2812,1032,6.25
长治,巴彦淖尔,709,853,1.58
长治,包头,570,824,1.27
长治,北海,1682,965,3.74
长治,北京,503,808,1.12
长治,博鳌,1909,982,4.24
长治,长春,1342,936,2.98
长治,长沙,888,882,1.97
长治,常州,801,869,1.78
长治,朝阳,512,810,1.14
长治,成都,1039,902,2.31
长治,赤峰,841,875,1.87
长治,达州,760,862,1.69
长治,大理,1693,966,3.76
长治,大连,806,869,1.79
长治,大庆,1520,952,3.38
长治,大同,1461,947,3.25
长治,丹东,1072,907,2.38
长治,稻城,1459,947,3.24
长治,敦煌,1715,968,3.81
长治,鄂尔多斯,486,804,1.08
长治,十堰,449,793,1.0
长治,石河子,2454,1014,5.45
长治,福州,1273,929,2.83
长治,抚远,2168,998,4.82
长治,阜阳,442,791,0.98
长治,赣州,1164,917,2.59
长治,广元,789,867,1.75
长治,广州,1454,946,3.23
长治,贵阳,1225,924,2.72
长治,桂林,1246,926,2.77
长治,哈尔滨,1552,955,3.45
长治,哈密,1814,975,4.03
长治,海口,1819,975,4.04
长治,海拉尔,1558,955,3.46
长治,杭州,933,888,2.07
长治,合肥,615,834,1.37
长治,呼和浩特,529,815,1.18
长治,惠州,1460,947,3.24
长治,淮安,638,839,1.42
长治,和田,2947,1038,6.55
长治,黄山,803,869,1.78
长治,揭阳,1441,945,3.2
长治,晋江泉州,1377,939,3.06
长治,井冈山,1068,906,2.37
长治,景德镇,855,877,1.9
长治,佳木斯,1846,977,4.1
长治,九寨沟,897,883,1.99
长治,建三江,2026,989,4.5
长治,库尔勒,2436,1013,5.41
长治,克拉玛依,2562,1020,5.69
长治,昆明,1588,958,3.53
长治,喀什,3255,1051,7.23
长治,兰州,834,874,1.85
长治,丽江,1599,959,3.55
长治,林芝,1826,976,4.06
长治,柳州,1366,938,3.04
长治,六盘水,1324,934,2.94
长治,泸州,1084,908,2.41
长治,临汾,142,644,0.32
长治,拉萨,2172,998,4.83
长治,满洲里,1522,952,3.38
长治,茅台,382,772,0.85
长治,牡丹江,1674,964,3.72
长治,绵阳,935,889,2.08
长治,南昌,874,880,1.94
长治,南京,695,850,1.54
长治,南宁,1560,955,3.47
长治,南通,851,877,1.89
长治,宁波,1055,904,2.34
长治,攀枝花,1518,952,3.37
长治,齐齐哈尔,1529,953,3.4
长治,青岛,652,842,1.45
长治,三亚,2026,989,4.5
长治,石家庄,240,712,0.53
长治,松原,1398,941,3.11
长治,上海,949,891,2.11
长治,深圳,1520,952,3.38
长治,沈阳,1086,908,2.41
长治,台州,1144,915,2.54
长治,太原,194,684,0.43
长治,天津,486,804,1.08
长治,通化,1265,928,2.81
长治,通辽,1134,914,2.52
长治,吐鲁番,2162,998,4.8
长治,万州,750,860,1.67
长治,威海,811,870,1.8
长治,温州,1156,916,2.57
长治,乌鲁木齐,2324,1007,5.16
长治,无锡,839,875,1.86
长治,乌海,673,846,1.5
长治,武汉,634,838,1.41
长治,乌兰浩特,1331,935,2.96
长治,乌兰察布,536,816,1.19
长治,西安,1275,929,2.83
长治,西昌,1389,940,3.09
长治,西宁,1016,900,2.26
长治,锡林浩特,912,886,2.03
长治,厦门,1386,940,3.08
长治,徐州,427,787,0.95
长治,烟台,743,859,1.65
长治,延吉,1590,958,3.53
长治,盐城,714,854,1.59
长治,扬州,716,854,1.59
长治,伊宁,2822,1032,6.27
长治,宜宾,1146,915,2.55
长治,宜昌,630,837,1.4
长治,义乌,1004,898,2.23
长治,银川,662,844,1.47
长治,榆林,377,771,0.84
长治,运城,230,706,0.51
长治,湛江,1683,965,3.74
长治,张家界,824,872,1.83
长治,郑州,167,665,0.37
长治,重庆,962,892,2.14
长治,珠海,1551,955,3.45
长治,遵义,1110,911,2.47
常州,阿坝,1675,965,3.72
常州,阿克苏,3586,1064,7.97
常州,巴彦淖尔,1503,950,3.34
常州,包头,1340,936,2.98
常州,北海,1571,956,3.49
常州,北京,962,892,2.14
常州,博鳌,1686,965,3.75
常州,长春,1426,944,3.17
常州,长沙,781,865,1.74
常州,长治,801,869,1.78
常州,朝阳,962,892,2.14
常州,成都,1516,952,3.37
常州,赤峰,1174,918,2.61
常州,达州,1184,919,2.63
常州,大理,2038,990,4.53
常州,大连,811,870,1.8
常州,大庆,1703,967,3.78
常州,大同,1640,962,3.64
常州,丹东,1008,899,2.24
常州,稻城,1919,982,4.26
常州,敦煌,2499,1017,5.55
常州,鄂尔多斯,1267,928,2.82
常州,十堰,868,879,1.93
常州,石河子,3252,1051,7.23
常州,福州,639,839,1.42
常州,抚远,2164,998,4.81
常州,阜阳,410,782,0.91
常州,赣州,821,872,1.82
常州,广元,1335,935,2.97
常州,广州,1165,917,2.59
常州,贵阳,1408,942,3.13
常州,桂林,1193,920,2.65
常州,哈尔滨,1659,963,3.69
常州,哈密,2610,1022,5.8
常州,海口,1622,960,3.6
常州,海拉尔,1946,984,4.32
常州,杭州,169,666,0.38
常州,合肥,255,720,0.57
常州,呼和浩特,1251,927,2.78
常州,惠州,1108,911,2.46
常州,淮安,205,691,0.46
常州,和田,3694,1067,8.21
常州,黄山,245,715,0.54
常州,揭阳,980,895,2.18
常州,晋江泉州,795,868,1.77
常州,井冈山,805,869,1.79
常州,景德镇,383,773,0.85
常州,佳木斯,1889,980,4.2
常州,九寨沟,1512,951,3.36
常州,建三江,2032,990,4.52
常州,库尔勒,3222,1050,7.16
常州,克拉玛依,3361,1055,7.47
常州,昆明,1843,977,4.1
常州,喀什,4024,1079,8.94
常州,兰州,1563,956,3.47
常州,丽江,1987,987,4.42
常州,林芝,2363,1009,5.25
常州,柳州,1324,934,2.94
常州,六盘水,1575,957,3.5
常州,泸州,1430,944,3.18
常州,临汾,915,886,2.03
常州,拉萨,2761,1030,6.14
常州,满洲里,1981,986,4.4
常州,茅台,433,789,0.96
常州,牡丹江,1652,963,3.67
常州,绵阳,1445,945,3.21
常州,南昌,521,813,1.16
常州,南京,117,619,0.26
常州,南宁,1523,952,3.38
常州,南通,88,582,0.2
常州,宁波,259,722,0.58
常州,攀枝花,1861,978,4.14
常州,齐齐哈尔,1765,971,3.92
常州,青岛,483,803,1.07
常州,三亚,1832,976,4.07
常州,石家庄,856,877,1.9
常州,松原,1544,954,3.43
常州,上海,154,654,0.34
常州,深圳,1182,919,2.63
常州,沈阳,1157,916,2.57
常州,台州,372,769,0.83
常州,太原,960,892,2.13
常州,天津,857,877,1.9
常州,通化,1227,924,2.73
常州,通辽,1334,935,2.96
常州,吐鲁番,2956,1038,6.57
常州,万州,1105,910,2.46
常州,威海,668,845,1.48
常州,温州,424,786,0.94
常州,乌鲁木齐,3121,1045,6.94
常州,无锡,37,469,0.08
常州,乌海,1474,948,3.28
常州,武汉,554,821,1.23
常州,乌兰浩特,1605,959,3.57
常州,乌兰察布,1197,921,2.66
常州,西安,1327,934,2.95
常州,西昌,1775,972,3.94
常州,西宁,1757,971,3.9
常州,锡林浩特,1409,942,3.13
常州,厦门,830,873,1.84
常州,徐州,380,772,0.84
常州,烟台,652,842,1.45
常州,延吉,1506,951,3.35
常州,盐城,179,674,0.4
常州,扬州,87,580,0.19
常州,伊宁,3617,1065,8.04
常州,宜宾,1509,951,3.35
常州,宜昌,832,874,1.85
常州,义乌,274,729,0.61
常州,银川,1456,946,3.24
常州,榆林,1178,919,2.62
常州,运城,908,885,2.02
常州,湛江,1509,951,3.35
常州,张家界,956,892,2.12
常州,郑州,675,846,1.5
常州,重庆,1309,933,2.91
常州,珠海,1233,925,2.74
常州,遵义,1337,935,2.97
朝阳,阿坝,1564,956,3.48
朝阳,阿克苏,2985,1040,6.63
朝阳,巴彦淖尔,775,864,1.72
朝阳,包头,571,825,1.27
朝阳,北海,2171,998,4.82
朝阳,北京,11,311,0.02
朝阳,博鳌,2380,1010,5.29
朝阳,长春,848,876,1.88
朝阳,长沙,1345,936,2.99
朝阳,长治,512,810,1.14
朝阳,常州,962,892,2.14
朝阳,成都,1527,953,3.39
朝阳,赤峰,329,753,0.73
朝阳,达州,1268,928,2.82
朝阳,大理,2191,999,4.87
朝阳,大连,449,793,1.0
朝阳,大庆,1007,898,2.24
朝阳,大同,949,891,2.11
朝阳,丹东,665,844,1.48
朝阳,稻城,1937,983,4.3
朝阳,敦煌,1895,981,4.21
朝阳,鄂尔多斯,557,821,1.24
朝阳,十堰,961,892,2.14
朝阳,石河子,2544,1019,5.65
朝阳,福州,1568,956,3.48
朝阳,抚远,1670,964,3.71
朝阳,阜阳,787,866,1.75
朝阳,赣州,1576,957,3.5
朝阳,广元,1271,929,2.82
朝阳,广州,1896,981,4.21
朝阳,贵阳,1737,969,3.86
朝阳,桂林,1734,969,3.85
朝阳,哈尔滨,1047,903,2.33
朝阳,哈密,1937,983,4.3
朝阳,海口,2294,1005,5.1
朝阳,海拉尔,1072,907,2.38
朝阳,杭州,1129,913,2.51
朝阳,合肥,902,884,2.0
朝阳,呼和浩特,422,785,0.94
朝阳,惠州,1883,980,4.18
朝阳,淮安,756,861,1.68
朝阳,和田,3175,1048,7.06
朝阳,黄山,1085,908,2.41
朝阳,揭阳,1824,976,4.05
朝阳,晋江泉州,1704,967,3.79
朝阳,井冈山,1498,950,3.33
朝阳,景德镇,1186,920,2.64
朝阳,佳木斯,1345,936,2.99
朝阳,九寨沟,1342,936,2.98
朝阳,建三江,1528,953,3.4
朝阳,库尔勒,2585,1021,5.74
朝阳,克拉玛依,2633,1023,5.85
朝阳,昆明,2098,994,4.66
朝阳,喀什,3433,1058,7.63
朝阳,兰州,1192,920,2.65
朝阳,丽江,2091,993,4.65
朝阳,林芝,2264,1004,5.03
朝阳,柳州,1860,978,4.13
朝阳,六盘水,1836,976,4.08
朝阳,泸州,1592,958,3.54
朝阳,临汾,611,833,1.36
朝阳,拉萨,2574,1020,5.72
朝阳,满洲里,1064,906,2.36
朝阳,茅台,582,827,1.29
朝阳,牡丹江,1191,920,2.65
朝阳,绵阳,1419,943,3.15
朝阳,南昌,1254,927,2.79
朝阳,南京,901,884,2.0
朝阳,南宁,2058,991,4.57
朝阳,南通,965,893,2.14
朝阳,宁波,1210,922,2.69
朝阳,攀枝花,2020,989,4.49
朝阳,齐齐哈尔,1016,900,2.26
朝阳,青岛,545,819,1.21
朝阳,三亚,2504,1017,5.56
朝阳,石家庄,273,729,0.61
朝阳,松原,890,882,1.98
朝阳,上海,1067,906,2.37
朝阳,深圳,1950,984,4.33
朝阳,沈阳,616,835,1.37
朝阳,台州,1333,935,2.96
朝阳,太原,413,783,0.92
朝阳,天津,108,608,0.24
朝阳,通化,816,871,1.81
朝阳,通辽,626,837,1.39
朝阳,吐鲁番,2286,1005,5.08
朝阳,万州,1263,928,2.81
朝阳,威海,553,820,1.23
朝阳,温州,1383,940,3.07
朝阳,乌鲁木齐,2422,1013,5.38
朝阳,无锡,993,897,2.21
朝阳,乌海,827,873,1.84
朝阳,武汉,1061,905,2.36
朝阳,乌兰浩特,819,872,1.82
朝阳,乌兰察布,311,746,0.69
朝阳,西安,793,867,1.76
朝阳,西昌,1886,980,4.19
朝阳,西宁,1337,935,2.97
朝阳,锡林浩特,459,796,1.02
朝阳,厦门,1726,968,3.84
朝阳,徐州,635,838,1.41
朝阳,烟台,494,806,1.1
朝阳,延吉,1130,913,2.51
朝阳,盐城,799,868,1.78
朝阳,扬州,879,881,1.95
朝阳,伊宁,2923,1037,6.5
朝阳,宜宾,1651,963,3.67
朝阳,宜昌,1128,913,2.51
朝阳,义乌,1227,924,2.73
朝阳,银川,902,884,2.0
朝阳,榆林,613,834,1.36
朝阳,运城,731,857,1.62
朝阳,湛江,2159,998,4.8
朝阳,张家界,1324,934,2.94
朝阳,郑州,631,838,1.4
朝阳,重庆,1472,948,3.27
朝阳,珠海,1988,987,4.42
朝阳,遵义,1623,960,3.61
成都,阿坝,221,701,0.49
成都,阿克苏,2326,1007,5.17
成都,巴彦淖尔,1161,917,2.58
成都,包头,1224,924,2.72
成都,北海,1141,915,2.54
成都,北京,1516,952,3.37
成都,博鳌,1438,945,3.2
成都,长春,2373,1010,5.27
成都,长沙,905,885,2.01
成都,长治,1039,902,2.31
成都,常州,1516,952,3.37
成都,朝阳,1527,953,3.39
成都,赤峰,1847,977,4.1
成都,达州,332,754,0.74
成都,大理,670,845,1.49
成都,大连,1840,977,4.09
成都,大庆,2523,1018,5.61
成都,大同,2468,1015,5.48
成都,丹东,2109,995,4.69
成都,稻城,424,786,0.94
成都,敦煌,1401,941,3.11
成都,鄂尔多斯,1148,915,2.55
成都,十堰,673,846,1.5
成都,石河子,2187,999,4.86
成都,福州,1578,957,3.51
成都,抚远,3197,1049,7.1
成都,阜阳,1137,914,2.53
成都,赣州,1191,920,2.65
成都,广元,256,720,0.57
成都,广州,1242,926,2.76
成都,贵阳,518,812,1.15
成都,桂林,855,877,1.9
成都,哈尔滨,2574,1020,5.72
成都,哈密,1600,959,3.56
成都,海口,1341,936,2.98
成都,海拉尔,2464,1015,5.48
成都,杭州,1547,954,3.44
成都,合肥,1262,928,2.8
成都,呼和浩特,1318,933,2.93
成都,惠州,1325,934,2.94
成都,淮安,1469,948,3.26
成都,和田,2334,1008,5.19
成都,黄山,1342,936,2.98
成都,揭阳,1452,946,3.23
成都,晋江泉州,1570,956,3.49
成都,井冈山,1078,907,2.4
成都,景德镇,1271,929,2.82
成都,佳木斯,2872,1035,6.38
成都,九寨沟,293,738,0.65
成都,建三江,3055,1043,6.79
成都,库尔勒,2046,991,4.55
成都,克拉玛依,2317,1007,5.15
成都,昆明,640,839,1.42
成都,喀什,2720,1028,6.04
成都,兰州,599,831,1.33
成都,丽江,564,823,1.25
成都,林芝,846,876,1.88
成都,柳州,881,881,1.96
成都,六盘水,460,797,1.02
成都,泸州,238,711,0.53
成都,临汾,918,886,2.04
成都,拉萨,1249,926,2.78
成都,满洲里,2380,1010,5.29
成都,茅台,1284,930,2.85
成都,牡丹江,2710,1027,6.02
成都,绵阳,109,609,0.24
成都,南昌,1163,917,2.58
成都,南京,1403,942,3.12
成都,南宁,970,894,2.16
成都,南通,1601,959,3.56
成都,宁波,1682,965,3.74
成都,攀枝花,509,810,1.13
成都,齐齐哈尔,2514,1017,5.59
成都,青岛,1627,961,3.62
成都,三亚,1486,949,3.3
成都,石家庄,1260,928,2.8
成都,松原,2416,1012,5.37
成都,上海,1660,963,3.69
成都,深圳,1339,935,2.98
成都,沈阳,2124,995,4.72
成都,台州,1691,966,3.76
成都,太原,1117,912,2.48
成都,天津,1521,952,3.38
成都,通化,2305,1006,5.12
成都,通辽,2153,997,4.78
成都,吐鲁番,1871,979,4.16
成都,万州,415,783,0.92
成都,威海,1821,975,4.05
成都,温州,1636,962,3.64
成都,乌鲁木齐,2059,991,4.58
成都,无锡,1547,954,3.44
成都,乌海,1031,901,2.29
成都,武汉,980,895,2.18
成都,乌兰浩特,2315,1007,5.14
成都,乌兰察布,1407,942,3.13
成都,西安,2311,1006,5.14
成都,西昌,365,766,0.81
成都,西宁,696,850,1.55
成都,锡林浩特,1827,976,4.06
成都,厦门,1543,954,3.43
成都,徐州,1292,931,2.87
成都,烟台,1757,971,3.9
成都,延吉,2630,1023,5.84
成都,盐城,1543,954,3.43
成都,扬州,1466,947,3.26
成都,伊宁,2486,1016,5.52
成都,宜宾,219,700,0.49
成都,宜昌,692,850,1.54
成都,义乌,1547,954,3.44
